id,predicted,actual
490,2,2
490,2,2
490,2,2
569,2,2
569,0,0
569,2,2
569,2,2
569,2,2
569,2,2
569,2,2
569,2,2
569,2,2
569,2,2
569,2,2
569,2,2
1147,2,2
1147,0,0
1147,2,2
1147,2,2
1147,2,2
1147,2,2
1147,2,2
1147,1,1
1147,2,2
1147,2,2
1147,2,2
1147,2,2
457,2,2
457,2,0
457,2,2
457,0,0
457,2,2
457,2,2
457,2,2
457,2,2
457,2,2
457,2,2
457,2,2
457,2,2
1185,2,2
1185,1,1
1185,2,2
1185,2,2
1185,2,2
1185,2,2
1185,2,2
1185,2,2
1185,0,0
1185,2,2
1185,2,2
1185,2,2
805,2,2
805,2,2
805,2,2
805,2,2
805,2,2
805,2,2
805,2,2
805,2,2
805,0,0
805,2,2
805,2,2
805,2,2
19,0,0
19,0,0
19,2,2
19,2,2
19,2,2
19,0,0
19,2,2
19,2,2
19,2,2
19,0,0
19,2,2
19,2,2
581,2,2
581,2,2
581,2,2
581,2,2
581,2,2
581,2,2
581,2,2
581,2,2
581,0,0
581,2,2
581,2,2
581,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
1166,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
328,2,2
1317,2,2
1317,0,0
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1317,2,2
1395,2,2
1395,2,1
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1395,2,2
1349,2,2
1349,2,2
1349,2,2
1349,2,2
1349,2,2
1349,2,2
1349,0,0
1349,2,2
1349,2,2
1349,2,2
1349,2,2
1349,0,0
1278,2,2
1278,0,0
1278,2,2
1278,2,2
1278,2,2
1278,2,2
1278,2,2
1278,2,2
1278,2,2
1278,2,2
1278,2,2
1278,2,0
160,2,2
160,0,0
160,2,2
160,2,2
160,2,2
160,2,2
160,2,2
160,2,2
160,2,2
160,2,2
160,2,2
160,2,2
1113,2,2
1113,0,0
1113,2,2
1113,2,2
1113,2,2
1113,2,2
1113,2,2
1113,2,2
1113,2,2
1113,2,2
1113,2,2
1113,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
989,2,2
230,2,2
230,2,2
230,2,2
230,2,2
230,2,2
230,2,2
230,2,2
230,2,2
230,0,0
230,2,2
230,2,2
230,2,2
1392,2,2
1392,2,2
1392,2,2
1392,2,2
1392,2,2
1392,2,2
1392,2,2
1392,2,2
1392,0,0
1392,2,2
1392,2,2
1392,2,2
36,2,2
36,2,1
36,2,2
36,2,2
36,2,2
36,0,2
36,2,2
36,2,2
36,2,2
36,2,2
36,2,2
36,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
1250,2,2
668,2,2
668,2,2
668,2,2
668,2,0
668,2,2
668,2,2
668,0,2
668,2,2
668,2,2
668,2,2
668,2,2
668,2,2
391,2,2
391,0,0
391,2,2
391,2,2
391,2,2
391,2,2
391,2,2
391,2,2
391,2,2
391,2,2
391,2,2
391,2,2
1235,0,0
1235,0,2
1235,2,2
1235,2,2
1235,2,2
1235,2,2
1235,2,2
1235,2,2
1235,2,2
1235,0,0
1235,2,2
1235,2,2
1497,2,2
1497,2,2
1497,2,2
1497,2,2
1497,2,2
1497,2,2
1497,2,2
1497,2,2
1497,2,2
1497,0,0
1497,2,2
1497,1,1
796,2,2
796,2,2
796,2,2
796,2,2
796,2,2
796,0,0
796,2,2
796,2,2
796,2,2
796,2,2
796,2,2
796,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
345,2,2
1491,2,2
1491,2,2
1491,2,2
1491,2,2
1491,2,2
1491,2,2
1491,2,2
1491,2,2
1491,2,2
1491,0,0
1491,2,2
1491,2,2
1422,2,2
1422,0,0
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1422,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
1128,2,2
410,2,2
410,2,2
410,2,2
410,0,2
410,2,2
410,2,2
410,2,2
410,2,2
410,2,2
410,2,2
410,2,2
410,2,2
117,2,2
117,2,2
117,2,2
117,2,2
117,2,2
117,2,2
117,2,2
117,2,2
117,1,1
117,2,2
117,2,2
117,2,2
861,2,2
861,2,2
861,2,2
861,0,0
861,2,2
861,2,2
861,2,2
861,2,2
861,2,2
861,2,2
861,2,2
861,2,2
1315,2,2
1315,1,1
1315,2,2
1315,2,2
1315,2,2
1315,2,2
1315,2,2
1315,2,2
1315,2,2
1315,2,2
1315,2,2
1315,2,2
740,2,2
740,2,2
740,2,2
740,2,2
740,2,2
740,0,0
740,2,2
740,2,2
740,2,2
740,2,2
740,2,2
740,2,2
1299,2,2
1299,2,0
1299,2,2
1299,2,2
1299,2,2
1299,2,2
1299,2,1
1299,2,2
1299,2,2
1299,2,2
1299,2,2
1299,2,2
1084,2,2
1084,2,0
1084,2,2
1084,2,2
1084,2,2
1084,2,2
1084,2,2
1084,2,2
1084,2,2
1084,2,2
1084,2,2
1084,2,2
964,2,2
964,0,2
964,2,2
964,2,2
964,2,2
964,2,2
964,2,2
964,2,2
964,2,2
964,2,2
964,2,2
964,2,2
536,2,2
536,2,2
536,2,2
536,2,2
536,2,2
536,2,2
536,0,0
536,2,2
536,2,2
536,2,2
536,2,2
536,0,0
1418,2,2
1418,2,2
1418,2,2
1418,1,1
1418,2,2
1418,2,2
1418,2,2
1418,2,2
1418,2,2
1418,2,2
1418,2,2
1418,2,2
203,2,2
203,2,0
203,2,2
203,2,2
203,2,2
203,2,2
203,2,2
203,2,2
203,0,2
203,2,2
203,2,2
203,0,0
115,2,2
115,2,2
115,2,2
115,2,2
115,2,2
115,2,2
115,2,2
115,2,2
115,1,1
115,2,2
115,2,2
115,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
601,2,2
704,2,2
704,2,2
704,2,2
704,2,2
704,2,2
704,2,2
704,2,2
704,2,2
704,0,0
704,2,2
704,2,2
704,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
440,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
931,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
304,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
764,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
655,2,2
189,2,2
189,1,1
189,2,2
189,2,2
189,2,2
189,2,2
189,2,2
189,2,2
189,1,0
189,2,2
189,2,2
189,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
828,2,2
285,2,2
285,0,2
285,2,2
285,2,2
285,2,2
285,2,2
285,2,2
285,2,2
285,2,2
285,2,2
285,2,2
285,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
82,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,2
1336,2,0
17,2,2
17,2,2
17,2,2
17,2,2
17,2,2
17,2,2
17,2,2
17,2,2
17,0,0
17,2,2
17,2,2
17,2,2
984,2,2
984,2,2
984,2,2
984,2,2
984,2,2
984,2,2
984,2,1
984,2,2
984,2,2
984,2,2
984,2,2
984,2,2
46,2,2
46,1,1
46,2,2
46,2,2
46,2,2
46,2,2
46,2,2
46,2,2
46,2,2
46,2,2
46,2,2
46,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,2
890,2,0
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,2,2
161,0,0
1461,2,2
1461,0,2
1461,2,2
1461,2,2
1461,2,2
1461,2,2
1461,2,2
1461,2,2
1461,2,2
1461,0,0
1461,2,2
1461,2,2
583,2,2
583,2,2
583,2,2
583,0,0
583,2,2
583,2,2
583,0,0
583,2,2
583,2,2
583,2,2
583,2,2
583,0,0
1229,2,2
1229,0,1
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1229,2,2
1115,2,2
1115,2,2
1115,2,2
1115,0,0
1115,2,2
1115,2,2
1115,2,2
1115,2,2
1115,2,2
1115,2,2
1115,2,2
1115,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
441,2,2
1305,2,2
1305,2,0
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1305,2,2
1213,2,2
1213,0,0
1213,2,2
1213,2,2
1213,2,2
1213,2,2
1213,2,2
1213,2,2
1213,2,2
1213,2,2
1213,2,2
1213,2,2
873,2,2
873,0,0
873,2,2
873,0,0
873,2,2
873,2,2
873,2,2
873,2,2
873,2,2
873,2,2
873,2,2
873,2,2
1408,2,2
1408,0,0
1408,2,2
1408,2,2
1408,2,2
1408,2,2
1408,2,2
1408,2,2
1408,2,2
1408,2,2
1408,2,2
1408,2,2
35,2,2
35,2,2
35,2,2
35,2,2
35,2,2
35,2,2
35,1,1
35,2,2
35,2,2
35,2,2
35,2,2
35,2,2
922,0,0
922,2,2
922,2,2
922,2,2
922,2,2
922,0,0
922,2,2
922,2,2
922,2,2
922,0,0
922,2,2
922,2,2
706,2,2
706,0,0
706,2,2
706,2,2
706,2,2
706,2,2
706,0,0
706,2,2
706,2,2
706,2,2
706,2,2
706,2,2
1348,2,2
1348,2,2
1348,2,2
1348,2,2
1348,2,2
1348,0,0
1348,2,2
1348,2,2
1348,2,2
1348,2,2
1348,2,2
1348,2,2
683,2,2
683,2,2
683,2,2
683,2,2
683,2,2
683,2,2
683,2,2
683,2,2
683,0,0
683,2,2
683,2,2
683,2,2
52,2,2
52,1,1
52,2,2
52,2,2
52,2,2
52,2,2
52,2,2
52,2,2
52,2,2
52,2,2
52,2,2
52,2,2
460,2,2
460,1,1
460,2,2
460,1,1
460,2,2
460,2,2
460,2,2
460,2,2
460,2,2
460,2,2
460,2,2
460,1,1
1387,2,2
1387,0,0
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1387,2,2
1346,2,2
1346,2,2
1346,2,2
1346,2,2
1346,2,2
1346,2,2
1346,1,1
1346,2,2
1346,2,2
1346,2,2
1346,2,2
1346,2,2
1478,2,2
1478,2,2
1478,2,2
1478,2,2
1478,2,2
1478,2,2
1478,0,0
1478,2,2
1478,0,0
1478,2,2
1478,2,2
1478,2,2
716,2,2
716,2,1
716,2,2
716,2,2
716,2,2
716,2,2
716,2,2
716,2,2
716,2,2
716,2,2
716,2,2
716,2,2
424,2,2
424,2,2
424,2,2
424,2,2
424,2,2
424,2,2
424,1,1
424,2,2
424,2,2
424,2,2
424,2,2
424,2,2
253,2,2
253,0,0
253,2,2
253,2,2
253,2,2
253,2,2
253,2,2
253,2,2
253,2,2
253,2,2
253,2,2
253,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,2,2
300,0,0
1477,0,0
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1477,2,2
1314,2,2
1314,0,2
1314,2,2
1314,2,2
1314,2,2
1314,2,2
1314,2,2
1314,2,2
1314,2,2
1314,2,2
1314,2,2
1314,2,0
791,0,0
791,0,0
791,2,2
791,2,2
791,2,2
791,2,2
791,2,2
791,2,2
791,2,2
791,2,2
791,2,2
791,0,0
1002,2,2
1002,2,2
1002,2,2
1002,0,0
1002,2,2
1002,2,2
1002,2,2
1002,2,2
1002,2,2
1002,2,2
1002,2,2
1002,2,2
1082,2,2
1082,0,0
1082,2,2
1082,2,2
1082,2,2
1082,2,2
1082,2,2
1082,2,2
1082,0,0
1082,2,2
1082,2,2
1082,2,2
1302,2,2
1302,2,2
1302,2,2
1302,0,0
1302,2,2
1302,2,2
1302,2,2
1302,2,2
1302,2,2
1302,2,2
1302,2,2
1302,2,2
429,2,2
429,0,0
429,2,2
429,2,2
429,2,2
429,2,2
429,2,2
429,2,2
429,2,2
429,2,2
429,2,2
429,2,2
701,2,2
701,2,0
701,2,2
701,2,2
701,2,2
701,2,2
701,2,1
701,2,2
701,2,2
701,2,2
701,2,2
701,2,2
1330,2,2
1330,0,0
1330,2,2
1330,2,0
1330,2,2
1330,2,2
1330,2,2
1330,2,2
1330,2,2
1330,2,2
1330,2,2
1330,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,2
659,2,1
5,2,2
5,2,0
5,2,2
5,2,2
5,2,2
5,2,2
5,1,2
5,2,2
5,2,2
5,2,2
5,2,2
5,2,2
638,2,2
638,1,1
638,2,2
638,2,2
638,2,2
638,2,2
638,2,2
638,2,2
638,2,2
638,2,2
638,2,2
638,2,2
167,2,2
167,0,0
167,2,2
167,2,2
167,2,2
167,2,2
167,2,2
167,2,2
167,2,2
167,2,2
167,2,2
167,2,2
250,2,2
250,2,2
250,2,2
250,2,1
250,2,2
250,2,2
250,1,1
250,2,2
250,2,2
250,2,2
250,2,2
250,2,2
769,2,2
769,2,2
769,2,2
769,0,0
769,2,2
769,2,2
769,2,2
769,2,2
769,2,2
769,2,2
769,2,2
769,2,2
886,2,2
886,0,0
886,2,2
886,2,2
886,2,2
886,2,2
886,2,2
886,2,2
886,2,2
886,2,2
886,2,2
886,2,2
1275,2,2
1275,0,1
1275,2,2
1275,2,2
1275,2,2
1275,2,2
1275,2,2
1275,2,2
1275,2,2
1275,2,2
1275,2,2
1275,2,1
893,2,2
893,2,2
893,2,2
893,2,2
893,0,0
893,2,2
893,2,2
893,2,2
893,2,2
893,2,2
893,2,2
893,2,2
880,2,2
880,2,0
880,0,0
880,2,2
880,2,2
880,2,2
880,2,2
880,2,2
880,2,2
880,0,2
880,2,2
880,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,2,2
399,0,0
1010,2,2
1010,1,1
1010,2,2
1010,2,2
1010,2,2
1010,2,2
1010,2,2
1010,2,2
1010,1,1
1010,2,2
1010,2,2
1010,2,2
887,2,2
887,2,2
887,0,0
887,2,2
887,2,2
887,2,2
887,2,2
887,2,2
887,2,2
887,2,2
887,2,2
887,0,0
672,2,2
672,0,2
672,2,2
672,2,2
672,2,2
672,2,2
672,2,2
672,2,2
672,0,0
672,2,2
672,2,2
672,0,0
574,0,0
574,2,2
574,2,2
574,2,2
574,2,2
574,2,0
574,2,2
574,2,2
574,2,2
574,2,2
574,2,0
574,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,2,2
853,0,0
10,2,2
10,1,1
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
10,2,2
1066,2,2
1066,1,0
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1066,2,2
1148,2,2
1148,2,1
1148,2,2
1148,2,2
1148,2,2
1148,2,2
1148,2,2
1148,2,2
1148,2,2
1148,2,2
1148,0,0
1148,2,2
1385,2,2
1385,2,2
1385,2,2
1385,2,2
1385,2,2
1385,0,0
1385,2,2
1385,2,2
1385,2,2
1385,2,2
1385,2,2
1385,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,2,2
1337,0,0
1337,0,2
1445,2,2
1445,2,2
1445,2,2
1445,2,2
1445,0,0
1445,2,2
1445,2,2
1445,2,2
1445,2,2
1445,2,2
1445,2,2
1445,2,2
1309,2,2
1309,2,2
1309,2,2
1309,2,2
1309,2,2
1309,2,2
1309,2,2
1309,2,2
1309,1,0
1309,2,2
1309,2,2
1309,2,1
1493,2,2
1493,2,2
1493,2,2
1493,2,2
1493,2,2
1493,0,0
1493,2,2
1493,2,2
1493,2,2
1493,2,2
1493,2,2
1493,0,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
762,2,2
1446,2,2
1446,2,2
1446,2,2
1446,2,2
1446,2,2
1446,2,2
1446,0,0
1446,2,2
1446,2,2
1446,2,2
1446,2,2
1446,0,0
1016,2,2
1016,2,2
1016,2,2
1016,2,2
1016,2,0
1016,2,2
1016,2,2
1016,2,2
1016,2,2
1016,2,2
1016,0,2
1016,2,2
1057,0,0
1057,0,2
1057,2,2
1057,2,2
1057,2,2
1057,0,0
1057,2,2
1057,2,2
1057,2,2
1057,2,2
1057,2,2
1057,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
290,2,2
159,2,2
159,0,0
159,2,2
159,1,2
159,2,2
159,2,2
159,2,2
159,2,2
159,2,2
159,2,2
159,2,2
159,2,2
262,0,0
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
262,2,2
729,2,2
729,0,0
729,0,2
729,2,2
729,2,2
729,2,2
729,2,2
729,2,2
729,2,2
729,2,2
729,2,2
729,2,2
969,2,2
969,2,2
969,2,2
969,2,2
969,0,0
969,2,2
969,1,2
969,2,2
969,2,2
969,0,0
969,2,2
969,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
845,2,2
1397,2,2
1397,0,0
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1397,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,2
1239,2,0
671,2,2
671,2,2
671,2,2
671,2,2
671,2,2
671,0,0
671,2,2
671,2,2
671,2,2
671,2,2
671,2,2
671,2,2
1296,2,2
1296,2,2
1296,2,2
1296,2,2
1296,2,2
1296,2,2
1296,2,2
1296,0,0
1296,2,2
1296,2,2
1296,2,2
1296,2,2
190,2,2
190,2,2
190,2,2
190,2,2
190,2,2
190,0,2
190,2,2
190,2,2
190,2,2
190,2,2
190,2,2
190,2,2
1377,2,2
1377,2,0
1377,2,2
1377,2,2
1377,2,2
1377,2,2
1377,2,2
1377,2,2
1377,2,1
1377,2,2
1377,2,2
1377,2,2
1233,2,2
1233,2,1
1233,2,2
1233,2,2
1233,2,2
1233,0,0
1233,1,1
1233,2,2
1233,2,2
1233,2,2
1233,2,2
1233,2,2
1390,2,2
1390,2,2
1390,2,2
1390,0,0
1390,2,2
1390,2,2
1390,2,2
1390,2,2
1390,2,2
1390,2,2
1390,2,2
1390,0,2
878,2,2
878,0,0
878,2,2
878,2,2
878,2,2
878,2,2
878,1,1
878,2,2
878,2,2
878,2,2
878,2,0
878,2,2
1416,2,2
1416,2,2
1416,2,2
1416,2,2
1416,2,0
1416,2,2
1416,2,2
1416,2,2
1416,2,2
1416,2,2
1416,2,2
1416,2,2
717,2,2
717,2,2
717,2,2
717,2,2
717,2,2
717,2,2
717,2,2
717,2,2
717,1,1
717,2,2
717,2,2
717,2,2
1322,2,2
1322,0,2
1322,2,2
1322,2,2
1322,2,2
1322,2,2
1322,2,2
1322,2,2
1322,2,2
1322,2,2
1322,2,2
1322,0,0
166,2,2
166,0,0
166,2,2
166,2,2
166,2,2
166,2,2
166,2,2
166,2,2
166,2,2
166,2,2
166,2,2
166,2,2
849,2,2
849,2,2
849,2,2
849,2,2
849,2,2
849,2,2
849,2,2
849,2,2
849,2,2
849,0,0
849,0,0
849,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
305,2,2
792,2,2
792,2,2
792,2,2
792,2,2
792,2,2
792,0,0
792,2,2
792,2,2
792,2,2
792,0,0
792,2,2
792,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
712,2,2
941,2,2
941,2,2
941,2,2
941,2,2
941,2,2
941,2,2
941,2,2
941,2,2
941,1,1
941,2,2
941,2,2
941,2,2
889,2,2
889,0,0
889,2,2
889,2,2
889,2,2
889,2,2
889,2,2
889,2,2
889,2,2
889,2,2
889,2,2
889,2,2
808,0,0
808,2,2
808,2,2
808,2,2
808,2,2
808,0,0
808,2,2
808,2,2
808,2,2
808,0,0
808,2,2
808,2,2
1495,2,2
1495,2,2
1495,2,2
1495,1,1
1495,2,2
1495,2,2
1495,2,2
1495,2,2
1495,2,2
1495,2,2
1495,2,2
1495,2,2
405,2,2
405,2,0
405,2,2
405,2,2
405,2,2
405,0,0
405,1,0
405,2,2
405,2,2
405,2,2
405,2,2
405,2,2
451,0,0
451,2,2
451,2,2
451,2,2
451,2,2
451,2,2
451,2,2
451,2,2
451,2,2
451,0,0
451,2,2
451,2,2
1219,2,2
1219,0,0
1219,2,2
1219,0,0
1219,2,2
1219,2,2
1219,2,2
1219,2,2
1219,2,2
1219,2,2
1219,2,2
1219,2,2
1371,2,2
1371,2,2
1371,2,2
1371,2,2
1371,2,2
1371,2,2
1371,2,2
1371,2,2
1371,2,1
1371,2,2
1371,2,2
1371,2,2
1465,2,2
1465,0,0
1465,2,2
1465,2,2
1465,2,2
1465,2,2
1465,1,1
1465,2,2
1465,2,2
1465,2,2
1465,2,2
1465,2,2
1481,2,2
1481,0,0
1481,2,2
1481,2,2
1481,2,2
1481,2,2
1481,2,2
1481,2,2
1481,2,2
1481,2,2
1481,2,2
1481,2,2
540,2,2
540,1,1
540,2,2
540,2,2
